0.0	2.0
0.0005	1.9995364451138884
0.001	1.9990730756470152
0.0015	1.998609891559549
0.002	1.9981468928116302
0.0025	1.9976840793633703
0.003	1.9972214511748527
0.0035	1.9967590082061326
0.004	1.9962967504172375
0.0045	1.9958346777681666
0.005	1.995372790218881
0.0055	1.994911087729334
0.006	1.994449570259435
0.0065	1.9939882377690696
0.007	1.9935270902180955
0.0075	1.9930661275663417
0.008	1.99260534977361
0.0085	1.9921447567996735
0.009	1.9916843486042777
0.0095	1.99122412514714
0.01	1.99076408638795
0.0105	1.9903042322863698
0.011	1.9898445628020327
0.0115	1.9893850778945454
0.012	1.988925777523486
0.0125	1.9884666616484057
0.013	1.988007730228827
0.0135	1.9875489832242457
0.014	1.9870904205941293
0.0145	1.9866320422979185
0.015	1.9861738482950264
0.0155	1.9857158385448375
0.016	1.9852580130067097
0.0165	1.9848003716399738
0.017	1.984342914403933
0.0175	1.9838856412578638
0.018	1.983428552161012
0.0185	1.982971647072602
0.019	1.9825149259518242
0.0195	1.9820583887578482
0.02	1.981602035449816
0.0205	1.9811458659868402
0.021	1.9806898803279902
0.0215	1.9802340784323524
0.022	1.9797784602589366
0.0225	1.9793230257667531
0.023	1.9788677749147772
0.0235	1.978412707661973
0.024	1.9779578239672535
0.0245	1.9775031237894987
0.025	1.9770486070876143
0.0255	1.9765942738204136
0.026	1.9761401239467355
0.0265	1.9756861574253473
0.027	1.9752323742150366
0.0275	1.974778774274532
0.028	1.9743253575625817
0.0285	1.9738721240377477
0.029	1.973419073658807
0.0295	1.9729662063843525
0.03	1.9725135221729886
0.0305	1.9720610209832936
0.031	1.9716087027738194
0.0315	1.9711565675030915
0.032	1.970704615129609
0.0325	1.9702528456118455
0.033	1.9698012589082476
0.0335	1.969349854977236
0.034	1.9688986337772054
0.0345	1.9684475952665246
0.035	1.967996739403536
0.0355	1.9675460661465562
0.036	1.9670955754538761
0.0365	1.9666452672837598
0.037	1.9661951415944467
0.0375	1.9657451983441494
0.038	1.9652954374910552
0.0385	1.9648458589933255
0.039	1.9643964628090962
0.0395	1.9639472488964769
0.04	1.963498217213552
0.0405	1.9630493677183805
0.041	1.9626007003689951
0.0415	1.9621522151234034
0.042	1.9617039119395878
0.0425	1.9612557907755048
0.043	1.9608078515890854
0.0435	1.9603600943382353
0.044	1.959912518980835
0.0445	1.9594651254747395
0.045	1.9590179137777788
0.0455	1.9585708838477573
0.046	1.9581240356424543
0.0465	1.957677369119624
0.047	1.9572308842369956
0.0475	1.9567845809522726
0.048	1.9563384592231343
0.0485	1.9558925190072343
0.049	1.9554467602622017
0.0495	1.95500118294564
0.05	1.9545557870151284
0.0505	1.9541105724282213
0.051	1.9536655391424476
0.0515	1.953220687115312
0.052	1.952776016304294
0.0525	1.9523315266668488
0.053	1.951887218160407
0.0535	1.9514430907423737
0.054	1.9509991443701302
0.0545	1.950555379001033
0.055	1.950111794592414
0.0555	1.9496683911015809
0.056	1.9492251684858162
0.0565	1.9487821267023788
0.057	1.9483392657085028
0.0575	1.947896585461398
0.058	1.9474540859182499
0.0585	1.9470117670362195
0.059	1.9465696287724443
0.0595	1.9461276710840365
0.06	1.9456858939280854
0.0605	1.9452442972616548
0.061	1.9448028810417857
0.0615	1.9443616452254942
0.062	1.9439205897697724
0.0625	1.943479714631589
0.063	1.9430390197678884
0.0635	1.942598505135591
0.064	1.9421581706915936
0.0645	1.941718016392769
0.065	1.941278042195966
0.0655	1.9408382480580104
0.066	1.940398633935703
0.0665	1.939959199785823
0.067	1.9395199455651229
0.0675	1.9390808712303351
0.068	1.9386419767381653
0.0685	1.9382032620452982
0.069	1.9377647271083929
0.0695	1.9373263718840865
0.07	1.9368881963289926
0.0705	1.9364502003997006
0.071	1.9360123840527763
0.0715	1.9355747472447644
0.072	1.9351372899321844
0.0725	1.9347000120715316
0.073	1.934262913619281
0.0735	1.9338259945318825
0.074	1.933389254765763
0.0745	1.9329526942773267
0.075	1.932516313022957
0.0755	1.9320801109590073
0.076	1.9316440880418164
0.0765	1.9312082442276959
0.077	1.930772579472935
0.0775	1.9303370937337998
0.078	1.9299017869665334
0.0785	1.9294666591273577
0.079	1.9290317101724712
0.0795	1.928596940058047
0.08	1.928162348740242
0.0805	1.9277279361751813
0.081	1.927293702318976
0.0815	1.9268596471277104
0.082	1.9264257705574448
0.0825	1.9259920725642243
0.083	1.925558553104059
0.0835	1.925125212132951
0.084	1.924692049606872
0.0845	1.9242590654817673
0.085	1.9238262597135682
0.0855	1.9233936322581808
0.086	1.9229611830714912
0.0865	1.9225289121093585
0.087	1.9220968193276182
0.0875	1.9216649046820937
0.088	1.9212331681285781
0.0885	1.920801609622841
0.089	1.9203702291206426
0.0895	1.9199390265777014
0.09	1.9195080019497335
0.0905	1.9190771551924144
0.091	1.9186464862614196
0.0915	1.9182159951123827
0.092	1.9177856817009236
