0.9	-1.0763127332900542	-0.8136768169081973	-1.0354535469959938	-1.0309578693121075	-1.5112893686559166
0.902	-1.0853567601014558	-0.8358329036934382	-1.0441480010653328	NaN	-1.5112893686559166
0.904	-1.0944881867058907	-0.8574726738751358	-1.0529237679947485	-1.0498168547263553	-1.5112893686559166
0.906	-1.1037084080503692	-0.8786367567608737	-1.0617822439499878	NaN	-1.5112893686559166
0.908	-1.1130187772214355	-0.8993610467873224	-1.0707247989952022	NaN	-1.5112893686559166
0.91	-1.122420598741236	-0.9196774497306219	-1.0797527719320605	NaN	-1.5112893686559166
0.912	-1.1319151213922518	-0.9396144845575851	-1.0888674647387833	NaN	-1.5112893686559166
0.914	-1.1415035305663024	-0.9591977736563886	-1.0980701366000407	NaN	-1.5112893686559166
0.916	-1.1511869401370072	-0.9784504457587287	-1.1073619975184201	-1.142225883256159	-1.5112893686559166
0.918	-1.1609663838594964	-0.9973934698458489	-1.1167442015022935	-1.1158233036762155	-1.5112893686559166
0.92	-1.1708428063068155	-1.0160459339685468	-1.1262178393276632	-1.1252527963833376	-1.5112893686559166
0.922	-1.1808170533584814	-1.0344252797064701	-1.135783930875621	-1.1346822890904598	-1.5112893686559166
0.924	-1.190889862263796	-1.0525475006095155	-1.1454434170510135	-1.1441117817975837	-1.5112893686559166
0.926	-1.2010618513086941	-1.0704273111715203	-1.1551971512930923	NaN	-1.5112893686559166
0.928	-1.2113335091284068	-1.0880782915247489	-1.1650458906943504	-1.1629707672118315	-1.5112893686559166
0.93	-1.221705183706934	-1.1055130119980403	-1.1749902867498203	NaN	-1.5112893686559166
0.932	-1.232177071126896	-1.1227431408719637	-1.1850308757658201	-1.1818297526260757	-1.5112893686559166
0.934	-1.2427492041333108	-1.1397795380320133	-1.1951680689647803	-1.1912592453331996	-1.5112893686559166
0.936	-1.2534214405904571	-1.1566323367229747	-1.2054021423290442	-1.20068873804032	-1.5112893686559166
0.938	-1.2641934519207227	-1.1733110152129411	-1.215733226239693	-1.2195477234545677	-1.5112893686559166
0.94	-1.2750647116253169	-1.1898244598598893	-1.226161294966042	-1.2289772161616899	-1.5112893686559166
0.942	-1.2860344839978766	-1.2061810208204664	-1.2366861560819973	-1.238406708868812	-1.5112893686559166
0.944	-1.2971018131526197	-1.222388561435463	-1.2473074398855506	-1.2478362015759359	-1.5112893686559166
0.946	-1.3082655124986848	-1.2384545021595454	-1.2580245889119182	-1.257265694283058	-1.5112893686559166
